% Moku:Go PID Controller
% Input A
% Input B
% Control matrix: 1-1 = 0.5, 1-2 = 0, 2-1 = 0, 2-2 = 0
% Controller 1: PI controller: proportional gain +10.0 dB, integrator crossover 3.000 kHz, input offset -1.499 8 V, output offset 0.000 0 V
% Controller 2: PI controller: proportional gain -10.0 dB, integrator crossover 310.1 Hz, integrator saturation +40.2 dB, input offset 0.000 0 V, output offset 0.000 0 V
% Acquired 2023-06-02 T 20:24:54 -0700
% Time (s), Probe A (V), Probe B (V)
3.9997440000e-02, 5.0022899365e+00, 3.1069877090e+00
4.0330752000e-02, 5.0022899365e+00, 3.1098017630e+00
4.0664064000e-02, 5.0022899365e+00, 3.1112369306e+00
4.0997376000e-02, 5.0022899365e+00, 3.1116046337e+00
4.1330688000e-02, 5.0022899365e+00, 3.1115258401e+00
4.1664000000e-02, 5.0022899365e+00, 3.1110399468e+00
4.1997312000e-02, 5.0022899365e+00, 3.1107622935e+00
4.2330624000e-02, 5.0022899365e+00, 3.1104846401e+00
4.2663936000e-02, 5.0022899365e+00, 3.1100400196e+00
4.2997248000e-02, 5.0022899365e+00, 3.1099349616e+00
4.3330560000e-02, 5.0022899365e+00, 3.1094434401e+00
4.3663872000e-02, 5.0022899365e+00, 3.1096066553e+00
4.3997184000e-02, 5.0022899365e+00, 3.1093909111e+00
4.4330496000e-02, 5.0022899365e+00, 3.1092014315e+00
4.4663808000e-02, 5.0022899365e+00, 3.1086911497e+00
4.4997120000e-02, 5.0022899365e+00, 3.1089894394e+00
4.5330432000e-02, 5.0022899365e+00, 3.1086536290e+00
4.5663744000e-02, 5.0022899365e+00, 3.1085485709e+00
4.5997056000e-02, 5.0022899365e+00, 3.1082315209e+00
4.6330368000e-02, 5.0022899365e+00, 3.1085579511e+00
4.6663680000e-02, 5.0022899365e+00, 3.1092445803e+00
4.6996992000e-02, 5.0022899365e+00, 3.1098261515e+00
4.7330304000e-02, 5.0022899365e+00, 3.1108016902e+00
4.7663616000e-02, 5.0022899365e+00, 3.1115614848e+00
4.7996928000e-02, 5.0022899365e+00, 3.1121824528e+00
4.8330240000e-02, 5.0022899365e+00, 3.1126814783e+00
4.8663552000e-02, 5.0022899365e+00, 3.1119329400e+00
4.8996864000e-02, 5.0022899365e+00, 3.1118597746e+00
4.9330176000e-02, 5.0022899365e+00, 3.1118860391e+00
4.9663488000e-02, 5.0022899365e+00, 3.1119066755e+00
4.9996800000e-02, 5.0022899365e+00, 3.1119498243e+00
5.0330112000e-02, 5.0022899365e+00, 3.1120586344e+00
5.0663424000e-02, 5.0022899365e+00, 3.1119873450e+00
5.0996736000e-02, 5.0022899365e+00, 3.1119854690e+00
5.1330048000e-02, 5.0022899365e+00, 3.1119179317e+00
5.1663360000e-02, 5.0022899365e+00, 3.1119723367e+00
5.1996672000e-02, 5.0022899365e+00, 3.1119404441e+00
5.2329984000e-02, 5.0022899365e+00, 3.1118785349e+00
5.2663296000e-02, 5.0022899365e+00, 3.1118353861e+00
5.2996608000e-02, 5.0022899365e+00, 3.1117209479e+00
5.3329920000e-02, 5.0022899365e+00, 3.1115708650e+00
5.3663232000e-02, 5.0022899365e+00, 3.1113551209e+00
5.3996544000e-02, 5.0022899365e+00, 3.1111937818e+00
5.4329856000e-02, 5.0022899365e+00, 3.1109348888e+00
5.4663168000e-02, 5.0022899365e+00, 3.1106516074e+00
5.4996480000e-02, 5.0022899365e+00, 3.1103139209e+00
5.5329792000e-02, 5.0022899365e+00, 3.1093852830e+00
5.5663104000e-02, 5.0022899365e+00, 3.1082427771e+00
5.5996416000e-02, 5.0022899365e+00, 3.1071434200e+00
5.6329728000e-02, 5.0022899365e+00, 3.1068545104e+00
5.6663040000e-02, 5.0022899365e+00, 3.1069483122e+00
5.6996352000e-02, 5.0022899365e+00, 3.1085804636e+00
5.7329664000e-02, 5.0022899365e+00, 3.1096741926e+00
5.7662976000e-02, 5.0022899365e+00, 3.1100231353e+00
5.7996288000e-02, 5.0022899365e+00, 3.1101244412e+00
5.8329600000e-02, 5.0022899365e+00, 3.1101019288e+00
5.8662912000e-02, 5.0022899365e+00, 3.1101769702e+00
5.8996224000e-02, 5.0022899365e+00, 3.1099480938e+00
5.9329536000e-02, 5.0022899365e+00, 3.1101131850e+00
5.9662848000e-02, 5.0022899365e+00, 3.1097604902e+00
5.9996160000e-02, 5.0022899365e+00, 3.1094997212e+00
6.0329472000e-02, 5.0022899365e+00, 3.1097060852e+00
6.0662784000e-02, 5.0022899365e+00, 3.1096835728e+00
6.0996096000e-02, 5.0022899365e+00, 3.1098205234e+00
6.1329408000e-02, 5.0022899365e+00, 3.1099011929e+00
6.1662720000e-02, 5.0022899365e+00, 3.1098130192e+00
6.1996032000e-02, 5.0022899365e+00, 3.1093102416e+00
6.2329344000e-02, 5.0022899365e+00, 3.1095785147e+00
6.2662656000e-02, 5.0022899365e+00, 3.1093290019e+00
6.2995968000e-02, 5.0022899365e+00, 3.1094678286e+00
6.3329280000e-02, 5.0022899365e+00, 3.1098411598e+00
6.3662592000e-02, 5.0022899365e+00, 3.1107360290e+00
6.3995904000e-02, 5.0022899365e+00, 3.1114414185e+00
6.4329216000e-02, 5.0022899365e+00, 3.1119273119e+00
6.4662528000e-02, 5.0022899365e+00, 3.1130867021e+00
6.4995840000e-02, 5.0022899365e+00, 3.1140716211e+00
6.5329152000e-02, 5.0022899365e+00, 3.1121393039e+00
6.5662464000e-02, 5.0022899365e+00, 3.1119854690e+00
6.5995776000e-02, 5.0022899365e+00, 3.1121017832e+00
6.6329088000e-02, 5.0022899365e+00, 3.1122218495e+00
6.6662400000e-02, 5.0022899365e+00, 3.1121074113e+00
6.6995712000e-02, 5.0022899365e+00, 3.1121768247e+00
6.7329024000e-02, 5.0022899365e+00, 3.1121749486e+00
6.7662336000e-02, 5.0022899365e+00, 3.1123025191e+00
6.7995648000e-02, 5.0022899365e+00, 3.1123419158e+00
6.8328960000e-02, 5.0022899365e+00, 3.1122518661e+00
6.8662272000e-02, 5.0022899365e+00, 3.1120173616e+00
6.8995584000e-02, 5.0022899365e+00, 3.1119460722e+00
6.9328896000e-02, 5.0022899365e+00, 3.1119104275e+00
6.9662208000e-02, 5.0022899365e+00, 3.1118729068e+00
6.9995520000e-02, 5.0022899365e+00, 3.1118278819e+00
7.0328832000e-02, 5.0022899365e+00, 3.1117265760e+00
7.0662144000e-02, 5.0022899365e+00, 3.1117209479e+00
7.0995456000e-02, 5.0022899365e+00, 3.1116477825e+00
7.1328768000e-02, 5.0022899365e+00, 3.1115052037e+00
7.1662080000e-02, 5.0022899365e+00, 3.1108298308e+00
7.1995392000e-02, 5.0022899365e+00, 3.1093984153e+00
7.2328704000e-02, 5.0022899365e+00, 3.1075917926e+00
7.2662016000e-02, 5.0022899365e+00, 3.1069032873e+00
7.2995328000e-02, 5.0022899365e+00, 3.1061416167e+00
7.3328640000e-02, 5.0022899365e+00, 3.1058620873e+00
7.3661952000e-02, 5.0022899365e+00, 3.1074829825e+00
7.3995264000e-02, 5.0022899365e+00, 3.1091958034e+00
7.4328576000e-02, 5.0022899365e+00, 3.1097830027e+00
7.4661888000e-02, 5.0022899365e+00, 3.1103533176e+00
7.4995200000e-02, 5.0022899365e+00, 3.1106253428e+00
7.5328512000e-02, 5.0022899365e+00, 3.1108335828e+00
7.5661824000e-02, 5.0022899365e+00, 3.1108317068e+00
7.5995136000e-02, 5.0022899365e+00, 3.1109386409e+00
7.6328448000e-02, 5.0022899365e+00, 3.1109517731e+00
7.6661760000e-02, 5.0022899365e+00, 3.1105934502e+00
7.6995072000e-02, 5.0022899365e+00, 3.1108467151e+00
7.7328384000e-02, 5.0022899365e+00, 3.1111375007e+00
7.7661696000e-02, 5.0022899365e+00, 3.1111487569e+00
7.7995008000e-02, 5.0022899365e+00, 3.1110436989e+00
7.8328320000e-02, 5.0022899365e+00, 3.1108467151e+00
7.8661632000e-02, 5.0022899365e+00, 3.1107941861e+00
7.8994944000e-02, 5.0022899365e+00, 3.1107228967e+00
7.9328256000e-02, 5.0022899365e+00, 3.1103964664e+00
7.9661568000e-02, 5.0022899365e+00, 3.1104208549e+00
7.9994880000e-02, 5.0022899365e+00, 3.1107848059e+00
8.0328192000e-02, 5.0022899365e+00, 3.1111074841e+00
8.0661504000e-02, 5.0022899365e+00, 3.1116571627e+00
8.0994816000e-02, 5.0022899365e+00, 3.1120136095e+00
8.1328128000e-02, 5.0022899365e+00, 3.1133868679e+00
8.1661440000e-02, 5.0022899365e+00, 3.1142554726e+00
8.1994752000e-02, 5.0022899365e+00, 3.1122030892e+00
8.2328064000e-02, 5.0022899365e+00, 3.1119929731e+00
8.2661376000e-02, 5.0022899365e+00, 3.1121092874e+00
8.2994688000e-02, 5.0022899365e+00, 3.1121092874e+00
8.3328000000e-02, 5.0022899365e+00, 3.1120961551e+00
8.3661312000e-02, 5.0022899365e+00, 3.1121261717e+00
8.3994624000e-02, 5.0022899365e+00, 3.1123194034e+00
8.4327936000e-02, 5.0022899365e+00, 3.1120211137e+00
8.4661248000e-02, 5.0022899365e+00, 3.1121711965e+00
8.4994560000e-02, 5.0022899365e+00, 3.1119592045e+00
8.5327872000e-02, 5.0022899365e+00, 3.1119291879e+00
8.5661184000e-02, 5.0022899365e+00, 3.1118635266e+00
8.5994496000e-02, 5.0022899365e+00, 3.1118616506e+00
8.6327808000e-02, 5.0022899365e+00, 3.1117997414e+00
8.6661120000e-02, 5.0022899365e+00, 3.1117378322e+00
8.6994432000e-02, 5.0022899365e+00, 3.1112500628e+00
8.7327744000e-02, 5.0022899365e+00, 3.1106553594e+00
8.7661056000e-02, 5.0022899365e+00, 3.1096835728e+00
8.7994368000e-02, 5.0022899365e+00, 3.1090888693e+00
8.8327680000e-02, 5.0022899365e+00, 3.1077118589e+00
8.8660992000e-02, 5.0022899365e+00, 3.1073235194e+00
8.8994304000e-02, 5.0022899365e+00, 3.1069520643e+00
8.9327616000e-02, 5.0022899365e+00, 3.1060403108e+00
8.9660928000e-02, 5.0022899365e+00, 3.1048377717e+00
8.9994240000e-02, 5.0022899365e+00, 3.1052392434e+00
9.0327552000e-02, 5.0022899365e+00, 3.1072165854e+00
9.0660864000e-02, 5.0022899365e+00, 3.1080045205e+00
9.0994176000e-02, 5.0022899365e+00, 3.1091451504e+00
9.1327488000e-02, 5.0022899365e+00, 3.1099124492e+00
9.1660800000e-02, 5.0022899365e+00, 3.1104227310e+00
9.1994112000e-02, 5.0022899365e+00, 3.1106459792e+00
9.2327424000e-02, 5.0022899365e+00, 3.1106384751e+00
9.2660736000e-02, 5.0022899365e+00, 3.1106253428e+00
9.2994048000e-02, 5.0022899365e+00, 3.1109123764e+00
9.3327360000e-02, 5.0022899365e+00, 3.1109592773e+00
9.3660672000e-02, 5.0022899365e+00, 3.1108804837e+00
9.3993984000e-02, 5.0022899365e+00, 3.1108598474e+00
9.4327296000e-02, 5.0022899365e+00, 3.1107810538e+00
9.4660608000e-02, 5.0022899365e+00, 3.1106684917e+00
9.4993920000e-02, 5.0022899365e+00, 3.1109536492e+00
9.5327232000e-02, 5.0022899365e+00, 3.1110436989e+00
9.5660544000e-02, 5.0022899365e+00, 3.1109555252e+00
9.5993856000e-02, 5.0022899365e+00, 3.1107904340e+00
9.6327168000e-02, 5.0022899365e+00, 3.1109423929e+00
9.6660480000e-02, 5.0022899365e+00, 3.1112031619e+00
9.6993792000e-02, 5.0022899365e+00, 3.1113532448e+00
9.7327104000e-02, 5.0022899365e+00, 3.1118353861e+00
9.7660416000e-02, 5.0022899365e+00, 3.1121655684e+00
9.7993728000e-02, 5.0022899365e+00, 3.1139440506e+00
9.8327040000e-02, 5.0022899365e+00, 3.1146194236e+00
9.8660352000e-02, 5.0022899365e+00, 3.1123081472e+00
9.8993664000e-02, 5.0022899365e+00, 3.1121561883e+00
9.9326976000e-02, 5.0022899365e+00, 3.1123250315e+00
9.9660288000e-02, 5.0022899365e+00, 3.1123062711e+00
9.9993600000e-02, 5.0022899365e+00, 3.1123062711e+00
1.0032691200e-01, 5.0022899365e+00, 3.1122443619e+00
1.0066022400e-01, 5.0022899365e+00, 3.1123869407e+00
1.0099353600e-01, 5.0022899365e+00, 3.1123437919e+00
1.0132684800e-01, 5.0022899365e+00, 3.1122087173e+00
1.0166016000e-01, 5.0022899365e+00, 3.1120323699e+00
1.0199347200e-01, 5.0022899365e+00, 3.1119254358e+00
1.0232678400e-01, 5.0022899365e+00, 3.1118185018e+00
1.0266009600e-01, 5.0022899365e+00, 3.1114976996e+00
1.0299340800e-01, 5.0022899365e+00, 3.1105784419e+00
1.0332672000e-01, 5.0022899365e+00, 3.1101713421e+00
1.0366003200e-01, 5.0022899365e+00, 3.1091582827e+00
1.0399334400e-01, 5.0022899365e+00, 3.1082427771e+00
1.0432665600e-01, 5.0022899365e+00, 3.1080364131e+00
1.0465996800e-01, 5.0022899365e+00, 3.1078244210e+00
1.0499328000e-01, 5.0022899365e+00, 3.1074004369e+00
1.0532659200e-01, 5.0022899365e+00, 3.1070965191e+00
1.0565990400e-01, 5.0022899365e+00, 3.1069164196e+00
1.0599321600e-01, 5.0022899365e+00, 3.1061978978e+00
