% Moku:Go PID Controller
% Input A
% Input B
% Control matrix: 1-1 = 0.5, 1-2 = 0, 2-1 = 0, 2-2 = 0
% Controller 1: PI controller: proportional gain +0.0 dB, integrator crossover 2.100 kHz, input offset -1.500 0 V, output offset 0.000 0 V
% Controller 2: PI controller: proportional gain -10.0 dB, integrator crossover 310.0 Hz, integrator saturation +40.0 dB, input offset 0.000 0 V, output offset 0.000 0 V
% Acquired 2023-06-02 T 20:03:43 -0700
% Time (s), Probe A (V), Probe B (V)
9.7333333333e-02, 5.0022899365e+00, 3.0239487257e+00
9.7666666667e-02, 5.0022899365e+00, 3.0238023949e+00
9.8000000000e-02, 5.0022899365e+00, 3.0232433361e+00
9.8333333333e-02, 5.0022899365e+00, 3.0225492028e+00
9.8666666667e-02, 5.0022899365e+00, 3.0230632367e+00
9.9000000000e-02, 5.0022899365e+00, 3.0246372309e+00
9.9333333333e-02, 5.0022899365e+00, 3.0262487459e+00
9.9666666667e-02, 5.0022899365e+00, 3.0267777880e+00
1.0000000000e-01, 5.0022899365e+00, 3.0272730615e+00
1.0033333333e-01, 5.0022899365e+00, 3.0273499790e+00
1.0066666667e-01, 5.0022899365e+00, 3.0274794255e+00
1.0100000000e-01, 5.0022899365e+00, 3.0273706154e+00
1.0133333333e-01, 5.0022899365e+00, 3.0271886399e+00
1.0166666667e-01, 5.0022899365e+00, 3.0271980201e+00
1.0200000000e-01, 5.0022899365e+00, 3.0269410032e+00
1.0233333333e-01, 5.0022899365e+00, 3.0268153088e+00
1.0266666667e-01, 5.0022899365e+00, 3.0262918947e+00
1.0300000000e-01, 5.0022899365e+00, 3.0257347120e+00
1.0333333333e-01, 5.0022899365e+00, 3.0255227199e+00
1.0366666667e-01, 5.0022899365e+00, 3.0251475127e+00
1.0400000000e-01, 5.0022899365e+00, 3.0246090904e+00
1.0433333333e-01, 5.0022899365e+00, 3.0242245030e+00
1.0466666667e-01, 5.0022899365e+00, 3.0240387754e+00
1.0500000000e-01, 5.0022899365e+00, 3.0237930147e+00
1.0533333333e-01, 5.0022899365e+00, 3.0236673203e+00
1.0566666667e-01, 5.0022899365e+00, 3.0235697664e+00
1.0600000000e-01, 5.0022899365e+00, 3.0236541880e+00
1.0633333333e-01, 5.0022899365e+00, 3.0239581059e+00
1.0666666667e-01, 5.0022899365e+00, 3.0244927761e+00
1.0700000000e-01, 5.0022899365e+00, 3.0250443307e+00
1.0733333333e-01, 5.0022899365e+00, 3.0239374695e+00
1.0766666667e-01, 5.0022899365e+00, 3.0237554940e+00
1.0800000000e-01, 5.0022899365e+00, 3.0237611221e+00
1.0833333333e-01, 5.0022899365e+00, 3.0239055769e+00
1.0866666667e-01, 5.0022899365e+00, 3.0239318414e+00
1.0900000000e-01, 5.0022899365e+00, 3.0239412215e+00
1.0933333333e-01, 5.0022899365e+00, 3.0239468496e+00
1.0966666667e-01, 5.0022899365e+00, 3.0239899985e+00
1.1000000000e-01, 5.0022899365e+00, 3.0239768662e+00
1.1033333333e-01, 5.0022899365e+00, 3.0240200151e+00
1.1066666667e-01, 5.0022899365e+00, 3.0240275192e+00
1.1100000000e-01, 5.0022899365e+00, 3.0240331473e+00
1.1133333333e-01, 5.0022899365e+00, 3.0239937505e+00
1.1166666667e-01, 5.0022899365e+00, 3.0241081887e+00
1.1200000000e-01, 5.0022899365e+00, 3.0239618579e+00
1.1233333333e-01, 5.0022899365e+00, 3.0239806183e+00
1.1266666667e-01, 5.0022899365e+00, 3.0239993787e+00
1.1300000000e-01, 5.0022899365e+00, 3.0240125109e+00
1.1333333333e-01, 5.0022899365e+00, 3.0239637340e+00
1.1366666667e-01, 5.0022899365e+00, 3.0240068828e+00
1.1400000000e-01, 5.0022899365e+00, 3.0239993787e+00
1.1433333333e-01, 5.0022899365e+00, 3.0238098990e+00
1.1466666667e-01, 5.0022899365e+00, 3.0233221296e+00
1.1500000000e-01, 5.0022899365e+00, 3.0223878637e+00
1.1533333333e-01, 5.0022899365e+00, 3.0227930875e+00
1.1566666667e-01, 5.0022899365e+00, 3.0245209167e+00
1.1600000000e-01, 5.0022899365e+00, 3.0255771250e+00
1.1633333333e-01, 5.0022899365e+00, 3.0262862666e+00
1.1666666667e-01, 5.0022899365e+00, 3.0267609037e+00
1.1700000000e-01, 5.0022899365e+00, 3.0268828461e+00
1.1733333333e-01, 5.0022899365e+00, 3.0271998961e+00
1.1766666667e-01, 5.0022899365e+00, 3.0270929621e+00
1.1800000000e-01, 5.0022899365e+00, 3.0267777880e+00
1.1833333333e-01, 5.0022899365e+00, 3.0264269693e+00
1.1866666667e-01, 5.0022899365e+00, 3.0261943408e+00
1.1900000000e-01, 5.0022899365e+00, 3.0261924648e+00
1.1933333333e-01, 5.0022899365e+00, 3.0258735387e+00
1.1966666667e-01, 5.0022899365e+00, 3.0252657030e+00
1.2000000000e-01, 5.0022899365e+00, 3.0243258089e+00
1.2033333333e-01, 5.0022899365e+00, 3.0240519077e+00
1.2066666667e-01, 5.0022899365e+00, 3.0238586760e+00
1.2100000000e-01, 5.0022899365e+00, 3.0237142212e+00
1.2133333333e-01, 5.0022899365e+00, 3.0232620965e+00
1.2166666667e-01, 5.0022899365e+00, 3.0227987156e+00
1.2200000000e-01, 5.0022899365e+00, 3.0226711451e+00
1.2233333333e-01, 5.0022899365e+00, 3.0228812612e+00
1.2266666667e-01, 5.0022899365e+00, 3.0231908071e+00
1.2300000000e-01, 5.0022899365e+00, 3.0238549239e+00
1.2333333333e-01, 5.0022899365e+00, 3.0243539495e+00
1.2366666667e-01, 5.0022899365e+00, 3.0246484871e+00
1.2400000000e-01, 5.0022899365e+00, 3.0238961967e+00
1.2433333333e-01, 5.0022899365e+00, 3.0238192792e+00
1.2466666667e-01, 5.0022899365e+00, 3.0237855105e+00
1.2500000000e-01, 5.0022899365e+00, 3.0238567999e+00
1.2533333333e-01, 5.0022899365e+00, 3.0239468496e+00
1.2566666667e-01, 5.0022899365e+00, 3.0239918745e+00
1.2600000000e-01, 5.0022899365e+00, 3.0239843704e+00
1.2633333333e-01, 5.0022899365e+00, 3.0240500316e+00
1.2666666667e-01, 5.0022899365e+00, 3.0240913044e+00
1.2700000000e-01, 5.0022899365e+00, 3.0242207509e+00
1.2733333333e-01, 5.0022899365e+00, 3.0240931805e+00
1.2766666667e-01, 5.0022899365e+00, 3.0240669160e+00
1.2800000000e-01, 5.0022899365e+00, 3.0243126767e+00
1.2833333333e-01, 5.0022899365e+00, 3.0242526435e+00
1.2866666667e-01, 5.0022899365e+00, 3.0240856763e+00
1.2900000000e-01, 5.0022899365e+00, 3.0242301311e+00
1.2933333333e-01, 5.0022899365e+00, 3.0241982385e+00
1.2966666667e-01, 5.0022899365e+00, 3.0241044367e+00
1.3000000000e-01, 5.0022899365e+00, 3.0242413873e+00
1.3033333333e-01, 5.0022899365e+00, 3.0240988086e+00
1.3066666667e-01, 5.0022899365e+00, 3.0239374695e+00
1.3100000000e-01, 5.0022899365e+00, 3.0238736842e+00
1.3133333333e-01, 5.0022899365e+00, 3.0234966010e+00
1.3166666667e-01, 5.0022899365e+00, 3.0228793851e+00
1.3200000000e-01, 5.0022899365e+00, 3.0229356662e+00
1.3233333333e-01, 5.0022899365e+00, 3.0249280165e+00
1.3266666667e-01, 5.0022899365e+00, 3.0261024151e+00
1.3300000000e-01, 5.0022899365e+00, 3.0268115567e+00
1.3333333333e-01, 5.0022899365e+00, 3.0273799956e+00
1.3366666667e-01, 5.0022899365e+00, 3.0274006320e+00
